pair,stem_width,stem_height,first_flower_day,fruits_number,fruit_length,fruit_diameter,fruit_weight,seeds_number,yield
ind_29_ind_83,0.8727,0.7402,0.9434,0.9936,0.254,0.9763,0.4475,0.6003,0.7247
ind_29_ind_84,0.9039,0.5984,0.3774,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_85,0.9922,0.6535,0.9811,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_86,0.9896,0.6614,0.6604,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_87,0.9091,0.8465,0.6604,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_88,0.7792,0.8031,1.0,0.9936,0.2536,0.8034,0.5182,0.3098,0.7303
ind_29_ind_89,0.9506,0.6811,0.5472,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_90,0.7844,0.8937,0.8868,0.9816,0.3142,0.7831,0.5642,0.3098,0.9041
ind_29_ind_91,0.9948,0.811,0.8113,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_92,0.9143,0.689,0.9623,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_93,0.9481,0.8346,0.6604,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_94,0.9948,0.7441,0.7736,0.9944,0.2488,0.9831,0.4094,0.3005,0.7272
ind_29_ind_95,0.9455,0.7087,0.5283,0.9928,0.2472,0.8102,0.3616,0.1535,0.7142
ind_29_ind_96,0.961,0.6929,0.283,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_97,0.9974,0.6929,0.9811,0.9952,0.2571,0.8949,0.3825,0.1535,0.7821
ind_29_ind_98,0.9792,0.6906,0.717,0.9944,0.2686,0.9559,0.3997,0.2213,0.726
ind_29_ind_99,0.9325,0.7913,0.6981,0.9928,0.2552,0.9559,0.4023,0.2496,0.7158
ind_29_ind_100,0.9247,0.8071,0.9811,0.9936,0.2567,0.7966,0.3616,0.2496,0.7179
ind_29_ind_101,0.9325,0.815,0.8868,0.9968,0.231,0.8576,0.3696,0.391,0.7344
ind_29_ind_102,1.0,0.7953,0.9811,0.9992,0.2738,0.9492,0.4315,0.3098,0.7683
ind_29_ind_103,0.9299,0.6063,0.8302,0.9952,0.2365,0.8847,0.3701,0.1704,0.7265
ind_29_ind_104,0.8961,0.7638,0.6038,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_105,0.9455,0.7165,0.9623,0.9936,0.2805,0.9458,0.4625,0.4476,0.7259
ind_29_ind_106,0.9221,0.6929,0.4717,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_107,0.961,0.6339,0.8491,0.9928,0.2845,0.9424,0.489,0.4249,0.7193
ind_29_ind_108,0.9974,0.6732,0.6226,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_109,0.8701,0.5984,0.8113,0.9952,0.2282,0.8542,0.436,0.4193,0.7369
ind_29_ind_110,0.9922,0.6535,0.3962,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_111,0.8727,0.5591,0.8868,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_112,0.9325,0.7638,0.6604,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_113,0.9429,0.5945,0.9811,1.0,0.2389,0.9559,0.3882,0.2949,0.7576
ind_29_ind_114,0.8519,0.4409,0.6226,0.9928,0.2781,0.9559,0.436,0.3344,0.7172
ind_30_ind_31,0.8312,0.9213,0.9434,0.9976,0.9406,0.9424,0.9977,0.8473,0.9132
ind_30_ind_32,0.8078,0.874,0.8491,0.996,0.8962,0.9593,0.9558,0.9472,0.8364
ind_30_ind_33,0.8675,0.8898,0.9643,0.9984,0.7801,0.8644,0.7095,0.8002,0.7241
ind_30_ind_34,0.7532,0.8976,0.9245,0.9904,0.9719,0.8475,0.9913,0.655,0.6595
ind_30_ind_35,0.7377,0.8189,1.0,0.992,0.9208,0.9797,0.8351,0.9114,0.7606
ind_30_ind_36,0.8675,0.9528,0.9057,0.9992,0.7674,0.861,0.782,0.8058,0.8902
ind_30_ind_37,0.8156,0.7402,1.0,0.9944,0.9299,0.9458,0.9779,0.934,0.8091
ind_30_ind_38,0.7636,0.9134,0.9811,0.9984,0.7128,0.9492,0.831,0.802,0.9566
ind_30_ind_39,0.9714,0.811,1.0,0.9984,0.9307,0.9831,0.9673,0.9774,0.9624
ind_30_ind_40,0.9532,0.811,0.9434,0.9968,0.7377,0.9322,0.713,0.7266,0.647
ind_30_ind_41,0.6935,0.7795,0.7813,0.4752,0.3174,0.3322,0.3027,0.4378,0.8863
ind_30_ind_42,0.8416,0.7874,0.7358,0.3842,0.315,0.2949,0.2992,0.4378,0.8928
ind_30_ind_43,0.9065,0.8031,0.7925,0.3842,0.33,0.322,0.2999,0.4378,0.8727
ind_30_ind_44,0.9922,0.8583,0.8302,0.6845,0.317,0.3085,0.2983,0.4378,0.8089
ind_30_ind_45,0.8182,0.6535,0.6604,0.9377,0.3114,0.2915,0.2953,0.4378,0.5721
ind_30_ind_46,0.6545,0.748,0.9057,0.4425,0.3098,0.3017,0.2981,0.4378,0.9802
ind_30_ind_47,0.7948,0.6614,0.7925,0.234,0.3201,0.2915,0.2987,0.3722,0.7735
ind_30_ind_48,0.5351,0.8976,0.7925,0.5663,0.3138,0.3356,0.2974,0.4615,0.8959
ind_30_ind_49,0.9481,1.0,0.8868,0.5527,0.3189,0.3153,0.2994,0.4367,0.9533
ind_30_ind_50,0.8571,0.811,0.8302,0.7644,0.3277,0.2814,0.2955,0.345,0.7027
ind_30_ind_51,0.9351,0.7165,0.7813,0.897,0.3154,0.3017,0.299,0.4502,0.6235
ind_30_ind_52,0.7377,0.8425,0.6038,0.6989,0.309,0.3119,0.3004,0.4389,0.8308
ind_30_ind_53,0.9766,0.5669,0.9057,0.5567,0.3166,0.2475,0.2962,0.4219,0.8766
ind_30_ind_54,0.9221,0.937,0.6415,0.6933,0.3181,0.3186,0.3004,0.4876,0.8367
ind_30_ind_55,0.8052,0.9134,0.6226,0.5056,0.313,0.2949,0.2955,0.4378,0.8996
ind_30_ind_56,0.4234,0.9843,0.7925,0.7356,0.3201,0.2847,0.2981,0.4525,0.7605
ind_30_ind_57,0.9922,0.7874,0.8302,0.3818,0.3162,0.2949,0.2971,0.4378,0.9592
ind_30_ind_58,0.613,0.7402,0.7547,0.6046,0.3118,0.3017,0.2985,0.4378,0.8864
ind_30_ind_59,0.787,0.9291,0.7358,0.0136,0.332,0.2915,0.3004,0.4378,0.4849
ind_30_ind_60,0.7481,0.9213,0.7813,0.869,0.3245,0.3119,0.3008,0.4378,0.662
ind_30_ind_61,0.8156,0.5984,0.7813,0.8962,0.3003,0.2983,0.2918,0.4378,0.5824
ind_30_ind_62,0.7792,0.8346,0.717,0.5655,0.3257,0.3254,0.3022,0.4378,0.9968
ind_30_ind_63,0.7792,0.8583,0.7813,0.9824,0.3154,0.3017,0.2976,0.4378,0.5419
ind_30_ind_64,0.8571,0.7638,0.6415,0.7556,0.3154,0.3017,0.2976,0.4378,0.7371
ind_30_ind_65,0.5558,0.685,0.7813,0.9193,0.3205,0.3322,0.2939,0.4378,0.5789
ind_30_ind_66,0.7688,0.4567,0.8491,0.3275,0.3253,0.3153,0.3001,0.4378,0.8116
ind_30_ind_67,0.5766,0.9055,0.9245,0.6534,0.3063,0.2678,0.2949,0.4378,0.7774
ind_30_ind_68,0.9532,0.748,0.6415,0.8235,0.3082,0.2881,0.2974,0.4434,0.6776
ind_30_ind_69,0.987,0.937,0.7813,0.988,0.2872,0.2949,0.2905,0.431,0.5159
ind_30_ind_70,0.8312,1.0,0.8302,0.5791,0.3201,0.3017,0.2967,0.4514,0.8711
ind_30_ind_71,0.8883,0.9843,0.7925,0.369,0.3142,0.2847,0.2962,0.4548,0.977
ind_30_ind_72,0.8597,0.9213,0.7547,0.3818,0.3102,0.278,0.2955,0.4729,0.9902
ind_30_ind_73,0.8675,0.9291,0.8491,0.7181,0.3233,0.3254,0.2988,0.448,0.7871
ind_30_ind_74,0.961,0.8346,0.7813,0.0559,0.3067,0.3051,0.2948,0.4378,0.7942
ind_30_ind_75,0.6104,0.9528,0.9245,0.5567,0.317,0.3051,0.2992,0.4378,0.9459
ind_30_ind_76,0.8883,0.6693,0.717,0.4688,0.317,0.2746,0.2978,0.4378,0.9904
ind_30_ind_77,0.6442,0.9843,0.8868,0.3107,0.2968,0.2949,0.299,0.4378,0.8315
ind_30_ind_78,0.8545,0.9843,0.7547,0.5343,0.3126,0.3254,0.2988,0.4378,0.9585
ind_30_ind_79,0.7065,0.578,0.5283,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_80,0.8519,0.7126,0.7736,0.9976,0.338,0.861,0.3961,0.4514,0.5794
ind_30_ind_81,0.7584,0.7953,0.8491,0.9896,0.2975,0.8237,0.3684,0.491,0.5291
ind_30_ind_82,0.9506,0.8425,0.9811,0.9896,0.3055,0.7017,0.3507,0.621,0.5263
ind_30_ind_83,0.8961,0.7323,0.8113,0.988,0.338,0.9322,0.4581,0.836,0.5292
ind_30_ind_84,0.6727,0.5906,0.2453,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_85,0.7766,0.6457,0.8491,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_86,0.7584,0.6535,0.5283,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_87,0.8597,0.8386,0.5283,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_88,0.9896,0.7953,0.8679,0.988,0.3376,0.8949,0.5288,0.5455,0.5348
ind_30_ind_89,0.7195,0.6732,0.4151,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_90,0.9844,0.8858,0.9811,0.9872,0.3982,0.8746,0.5748,0.5455,0.9004
ind_30_ind_91,0.7636,0.8031,0.6792,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_92,0.6831,0.6811,0.9057,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_93,0.8208,0.8268,0.5283,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_94,0.774,0.7362,0.6415,0.9888,0.3328,0.9254,0.42,0.5362,0.5318
ind_30_ind_95,0.8234,0.7008,0.3962,0.9872,0.3312,0.7186,0.3723,0.3891,0.5188
ind_30_ind_96,0.7299,0.685,0.1509,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_97,0.7714,0.685,0.8491,0.9992,0.3411,0.8034,0.3931,0.3891,0.5867
ind_30_ind_98,0.7896,0.6827,0.5849,0.9888,0.3526,0.8644,0.4103,0.457,0.5306
ind_30_ind_99,0.8364,0.7835,0.566,0.9872,0.3391,0.8644,0.413,0.4853,0.5204
ind_30_ind_100,0.8442,0.7992,0.8491,0.988,0.3407,0.7051,0.3723,0.4853,0.5224
ind_30_ind_101,0.8364,0.8071,0.7547,0.9912,0.315,0.7661,0.3802,0.6267,0.5389
ind_30_ind_102,0.7688,0.7874,0.8491,0.9936,0.3578,0.9593,0.4421,0.5455,0.5729
ind_30_ind_103,0.6987,0.5984,0.6981,0.9896,0.3205,0.7932,0.3808,0.4061,0.5311
ind_30_ind_104,0.8727,0.7559,0.4717,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_105,0.7143,0.7087,0.8302,0.988,0.3645,0.9627,0.4731,0.6833,0.5304
ind_30_ind_106,0.8468,0.685,0.3396,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_107,0.8078,0.626,0.717,0.9872,0.3685,0.9661,0.4996,0.6606,0.5238
ind_30_ind_108,0.7714,0.6654,0.4906,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_109,0.639,0.5906,0.6792,0.9896,0.3122,0.9458,0.4466,0.655,0.5415
ind_30_ind_110,0.7766,0.6457,0.2642,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_111,0.6416,0.5512,0.7547,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_112,0.8364,0.7559,0.5283,0.9864,0.3387,0.8847,0.4262,0.5455,0.5151
ind_30_ind_113,0.7117,0.5866,0.8491,0.9944,0.3229,0.8644,0.3988,0.5305,0.5621
ind_30_ind_114,0.6208,0.4331,0.4906,0.9872,0.3621,0.9525,0.4466,0.5701,0.5217
ind_31_ind_32,0.9766,0.9528,0.7925,0.9984,0.9556,0.9831,0.9581,0.9001,0.9231
ind_31_ind_33,0.9636,0.9685,0.9791,0.996,0.8395,0.8068,0.7072,0.9529,0.6373
ind_31_ind_34,0.9221,0.9764,0.9811,0.9928,0.9124,0.7898,0.989,0.8077,0.7463
ind_31_ind_35,0.9065,0.8976,0.9434,0.9944,0.9802,0.922,0.8328,0.9359,0.8474
ind_31_ind_36,0.9636,0.9685,0.9623,0.9984,0.8269,0.8034,0.7797,0.9585,0.8035
ind_31_ind_37,0.9844,0.8189,0.9434,0.9968,0.9893,0.9966,0.9756,0.7813,0.8959
ind_31_ind_38,0.9325,0.9921,0.9623,0.9992,0.7722,0.9932,0.8287,0.6493,0.8698
ind_31_ind_39,0.8597,0.7323,0.9434,0.9992,0.9901,0.9593,0.965,0.8699,0.9508
ind_31_ind_40,0.8779,0.7323,1.0,0.9944,0.7971,0.8746,0.7107,0.8794,0.5602
ind_31_ind_41,0.5247,0.7008,0.8379,0.4728,0.2579,0.3898,0.305,0.2851,0.7995
ind_31_ind_42,0.9896,0.7087,0.7925,0.3818,0.2555,0.3525,0.3015,0.2851,0.806
ind_31_ind_43,0.7377,0.7244,0.8491,0.3818,0.2706,0.3797,0.3022,0.2851,0.7859
ind_31_ind_44,0.839,0.937,0.8868,0.6821,0.2575,0.3661,0.3006,0.2851,0.8957
ind_31_ind_45,0.6494,0.7323,0.717,0.9353,0.252,0.3492,0.2976,0.2851,0.6589
ind_31_ind_46,0.4857,0.6693,0.9623,0.4401,0.2504,0.3593,0.3004,0.2851,0.8934
ind_31_ind_47,0.626,0.5827,0.8491,0.2316,0.2607,0.3492,0.301,0.2195,0.6867
ind_31_ind_48,0.3662,0.8189,0.8491,0.5639,0.2544,0.3932,0.2997,0.3088,0.9827
ind_31_ind_49,0.8831,0.9213,0.9434,0.5503,0.2595,0.3729,0.3017,0.2839,0.9599
ind_31_ind_50,0.6883,0.7323,0.8868,0.762,0.2682,0.339,0.2978,0.1923,0.7895
ind_31_ind_51,0.7662,0.6378,0.8379,0.8946,0.2559,0.3593,0.3013,0.2975,0.7103
ind_31_ind_52,0.5688,0.7638,0.6604,0.6965,0.2496,0.3695,0.3027,0.2862,0.9176
ind_31_ind_53,0.8078,0.4882,0.9623,0.5543,0.2571,0.3051,0.2985,0.2692,0.9634
ind_31_ind_54,0.7532,0.8583,0.6981,0.6909,0.2587,0.3763,0.3027,0.3348,0.9235
ind_31_ind_55,0.6364,0.8346,0.6792,0.5032,0.2536,0.3525,0.2978,0.2851,0.9864
ind_31_ind_56,0.2545,0.937,0.8491,0.7332,0.2607,0.3424,0.3004,0.2998,0.8473
ind_31_ind_57,0.839,0.7087,0.8868,0.3794,0.2567,0.3525,0.2994,0.2851,0.8724
ind_31_ind_58,0.4442,0.6614,0.8113,0.6022,0.2524,0.3593,0.3008,0.2851,0.9732
ind_31_ind_59,0.6182,0.9921,0.7925,0.0112,0.2726,0.3492,0.3027,0.2851,0.3981
ind_31_ind_60,0.9169,0.8425,0.8379,0.8666,0.2651,0.3695,0.3031,0.2851,0.7488
ind_31_ind_61,0.6468,0.5197,0.8379,0.8938,0.2409,0.3559,0.2941,0.2851,0.6692
ind_31_ind_62,0.9481,0.7559,0.7736,0.5631,0.2662,0.3831,0.3045,0.2851,0.91
ind_31_ind_63,0.6104,0.937,0.8379,0.98,0.2559,0.3593,0.2999,0.2851,0.6287
ind_31_ind_64,0.974,0.685,0.6981,0.7532,0.2559,0.3593,0.2999,0.2851,0.8239
ind_31_ind_65,0.387,0.6063,0.8379,0.9169,0.2611,0.3898,0.2962,0.2851,0.6657
ind_31_ind_66,0.6,0.5354,0.9057,0.3251,0.2658,0.3729,0.3024,0.2851,0.7248
ind_31_ind_67,0.7455,0.8268,0.9811,0.651,0.2468,0.3254,0.2972,0.2851,0.8642
ind_31_ind_68,0.7844,0.6693,0.6981,0.8211,0.2488,0.3458,0.2997,0.2907,0.7644
ind_31_ind_69,0.8182,0.8583,0.8379,0.9904,0.2278,0.3525,0.2928,0.2783,0.6027
ind_31_ind_70,0.6623,0.9213,0.8868,0.5767,0.2607,0.3593,0.299,0.2986,0.9579
ind_31_ind_71,0.9429,0.9055,0.8491,0.3666,0.2548,0.3424,0.2985,0.302,0.8902
ind_31_ind_72,0.9714,0.8425,0.8113,0.3794,0.2508,0.3356,0.2978,0.3201,0.923
ind_31_ind_73,0.6987,0.9921,0.9057,0.7157,0.2639,0.3831,0.3011,0.2952,0.8739
ind_31_ind_74,0.8701,0.7559,0.8379,0.0535,0.2472,0.3627,0.2971,0.2851,0.7074
ind_31_ind_75,0.4416,0.874,0.9811,0.5543,0.2575,0.3627,0.3015,0.2851,0.9673
ind_31_ind_76,0.7195,0.5906,0.7736,0.4665,0.2575,0.3322,0.3001,0.2851,0.9228
ind_31_ind_77,0.4753,0.9055,0.9434,0.3083,0.2373,0.3525,0.3013,0.2851,0.7447
ind_31_ind_78,0.6857,0.9055,0.8113,0.5319,0.2532,0.3831,0.3011,0.2851,0.9547
ind_31_ind_79,0.8753,0.6567,0.5849,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_80,0.9792,0.7913,0.8302,1.0,0.2785,0.9186,0.3984,0.2986,0.6662
ind_31_ind_81,0.9273,0.874,0.9057,0.992,0.2381,0.8814,0.3707,0.3382,0.6159
ind_31_ind_82,0.8805,0.9213,0.9623,0.992,0.246,0.7593,0.353,0.4683,0.6131
ind_31_ind_83,0.9351,0.811,0.8679,0.9904,0.2785,0.9898,0.4604,0.6833,0.616
ind_31_ind_84,0.8416,0.6693,0.3019,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_85,0.9455,0.7244,0.9057,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_86,0.9273,0.7323,0.5849,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_87,0.9714,0.9173,0.5849,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_88,0.8416,0.874,0.9245,0.9904,0.2781,0.8373,0.5311,0.3928,0.6216
ind_31_ind_89,0.8883,0.752,0.4717,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_90,0.8468,0.9646,0.9623,0.9848,0.3387,0.8169,0.5771,0.3928,0.9872
ind_31_ind_91,0.9325,0.8819,0.7358,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_92,0.8519,0.7598,0.9623,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_93,0.9896,0.9055,0.5849,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_94,0.9429,0.815,0.6981,0.9912,0.2734,0.9831,0.4223,0.3835,0.6186
ind_31_ind_95,0.9922,0.7795,0.4528,0.9896,0.2718,0.7763,0.3746,0.2364,0.6056
ind_31_ind_96,0.8987,0.7638,0.2075,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_97,0.9403,0.7638,0.9057,0.9984,0.2817,0.861,0.3954,0.2364,0.6735
ind_31_ind_98,0.9584,0.7614,0.6415,0.9912,0.2932,0.922,0.4126,0.3043,0.6174
ind_31_ind_99,0.9948,0.8622,0.6226,0.9896,0.2797,0.922,0.4153,0.3326,0.6072
ind_31_ind_100,0.987,0.878,0.9057,0.9904,0.2813,0.7627,0.3746,0.3326,0.6092
ind_31_ind_101,0.9948,0.8858,0.8113,0.9936,0.2555,0.8237,0.3825,0.474,0.6257
ind_31_ind_102,0.9377,0.8661,0.9057,0.996,0.2983,0.9831,0.4444,0.3928,0.6597
ind_31_ind_103,0.8675,0.6772,0.7547,0.992,0.2611,0.8508,0.3831,0.2534,0.6179
ind_31_ind_104,0.9584,0.8346,0.5283,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_105,0.8831,0.7874,0.8868,0.9904,0.3051,0.9797,0.4754,0.5305,0.6172
ind_31_ind_106,0.9844,0.7638,0.3962,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_107,0.9766,0.7047,0.7736,0.9896,0.309,0.9763,0.5019,0.5079,0.6106
ind_31_ind_108,0.9403,0.7441,0.5472,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_109,0.8078,0.6693,0.7358,0.992,0.2528,0.8881,0.4489,0.5023,0.6283
ind_31_ind_110,0.9455,0.7244,0.3208,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_111,0.8104,0.6299,0.8113,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_112,0.9948,0.8346,0.5849,0.9888,0.2793,0.9424,0.4285,0.3928,0.6019
ind_31_ind_113,0.8805,0.6654,0.9057,0.9968,0.2635,0.922,0.4011,0.3778,0.6489
ind_31_ind_114,0.7896,0.5118,0.5472,0.9896,0.3027,0.9898,0.4489,0.4174,0.6085
ind_32_ind_33,0.9403,0.9843,0.8134,0.9944,0.8839,0.8237,0.6653,0.8529,0.5605
ind_32_ind_34,0.9455,0.9764,0.7736,0.9944,0.8681,0.8068,0.9471,0.7077,0.8231
ind_32_ind_35,0.9299,0.9449,0.8491,0.996,0.9754,0.939,0.7909,0.9641,0.9242
ind_32_ind_36,0.9403,0.9213,0.7547,0.9968,0.8712,0.8203,0.7378,0.8586,0.7266
ind_32_ind_37,0.9922,0.8661,0.8491,0.9984,0.9663,0.9864,0.9337,0.8812,0.9728
ind_32_ind_38,0.9558,0.9606,0.8302,0.9976,0.8166,0.9898,0.7868,0.7493,0.793
ind_32_ind_39,0.8364,0.685,0.8491,0.9976,0.9655,0.9763,0.923,0.9699,0.8739
ind_32_ind_40,0.8545,0.685,0.7925,0.9928,0.8415,0.8915,0.6688,0.7794,0.4834
ind_32_ind_41,0.5013,0.6535,0.6304,0.4712,0.2135,0.3729,0.347,0.3851,0.7227
ind_32_ind_42,0.9662,0.6614,0.5849,0.3802,0.2112,0.3356,0.3434,0.3851,0.7291
ind_32_ind_43,0.7143,0.6772,0.6415,0.3802,0.2262,0.3627,0.3441,0.3851,0.7091
ind_32_ind_44,0.8156,0.9843,0.6792,0.6805,0.2132,0.3492,0.3425,0.3851,0.9726
ind_32_ind_45,0.626,0.7795,0.5094,0.9337,0.2076,0.3322,0.3395,0.3851,0.7357
ind_32_ind_46,0.4623,0.622,0.7547,0.4385,0.206,0.3424,0.3424,0.3851,0.8166
ind_32_ind_47,0.6026,0.5354,0.6415,0.23,0.2163,0.3322,0.3429,0.3194,0.6099
ind_32_ind_48,0.3429,0.7717,0.6415,0.5623,0.21,0.3763,0.3416,0.4088,0.9404
ind_32_ind_49,0.8597,0.874,0.7358,0.5487,0.2151,0.3559,0.3436,0.3839,0.883
ind_32_ind_50,0.6649,0.685,0.6792,0.7604,0.2239,0.322,0.3397,0.2923,0.8664
ind_32_ind_51,0.7429,0.5906,0.6304,0.893,0.2116,0.3424,0.3432,0.3975,0.7871
ind_32_ind_52,0.5455,0.7165,0.4528,0.6949,0.2052,0.3525,0.3447,0.3861,0.9945
ind_32_ind_53,0.7844,0.4409,0.7547,0.5527,0.2128,0.2881,0.3404,0.3692,0.9598
ind_32_ind_54,0.7299,0.811,0.4906,0.6893,0.2143,0.3593,0.3447,0.4348,0.9997
ind_32_ind_55,0.613,0.7874,0.4717,0.5016,0.2092,0.3356,0.3397,0.3851,0.9367
ind_32_ind_56,0.2312,0.8898,0.6415,0.7316,0.2163,0.3254,0.3424,0.3997,0.9242
ind_32_ind_57,0.8156,0.6614,0.6792,0.3778,0.2124,0.3356,0.3413,0.3851,0.7955
ind_32_ind_58,0.4208,0.6142,0.6038,0.6006,0.208,0.3424,0.3427,0.3851,0.95
ind_32_ind_59,0.5948,0.9449,0.5849,0.0096,0.2282,0.3322,0.3447,0.3851,0.3212
ind_32_ind_60,0.9403,0.7953,0.6304,0.865,0.2207,0.3525,0.345,0.3851,0.8256
ind_32_ind_61,0.6234,0.4724,0.6304,0.8922,0.1965,0.339,0.336,0.3851,0.7461
ind_32_ind_62,0.9714,0.7087,0.566,0.5615,0.2219,0.3661,0.3464,0.3851,0.8331
ind_32_ind_63,0.587,0.9843,0.6304,0.9784,0.2116,0.3424,0.3418,0.3851,0.7056
ind_32_ind_64,0.9506,0.6378,0.4906,0.7516,0.2116,0.3424,0.3418,0.3851,0.9007
ind_32_ind_65,0.3636,0.5591,0.6304,0.9153,0.2167,0.3729,0.3381,0.3851,0.7426
ind_32_ind_66,0.5766,0.5827,0.6981,0.3235,0.2215,0.3559,0.3443,0.3851,0.6479
ind_32_ind_67,0.7688,0.7795,0.7736,0.6494,0.2025,0.3085,0.3392,0.3851,0.9411
ind_32_ind_68,0.761,0.622,0.4906,0.8195,0.2044,0.3288,0.3416,0.3907,0.8412
ind_32_ind_69,0.7948,0.811,0.6304,0.992,0.1834,0.3356,0.3347,0.3782,0.6796
ind_32_ind_70,0.639,0.874,0.6792,0.5751,0.2163,0.3424,0.3409,0.3986,0.9652
ind_32_ind_71,0.9195,0.8583,0.6415,0.365,0.2104,0.3254,0.3404,0.402,0.8134
ind_32_ind_72,0.9481,0.7953,0.6038,0.3778,0.2064,0.3186,0.3397,0.4201,0.8461
ind_32_ind_73,0.6753,0.9449,0.6981,0.7141,0.2195,0.3661,0.3431,0.3952,0.9507
ind_32_ind_74,0.8468,0.7087,0.6304,0.0519,0.2029,0.3458,0.339,0.3851,0.6306
ind_32_ind_75,0.4182,0.8268,0.7736,0.5527,0.2132,0.3458,0.3434,0.3851,0.8904
ind_32_ind_76,0.6961,0.5433,0.566,0.4649,0.2132,0.3153,0.342,0.3851,0.8459
ind_32_ind_77,0.4519,0.8583,0.7358,0.3067,0.1929,0.3356,0.3432,0.3851,0.6679
ind_32_ind_78,0.6623,0.8583,0.6038,0.5304,0.2088,0.3661,0.3431,0.3851,0.8778
ind_32_ind_79,0.8987,0.7039,0.3774,0.9904,0.2349,0.9254,0.4705,0.4927,0.6788
ind_32_ind_80,0.9558,0.8386,0.6226,0.9984,0.2342,0.9017,0.4404,0.3986,0.7431
ind_32_ind_81,0.9506,0.9213,0.6981,0.9936,0.1937,0.8644,0.4126,0.4382,0.6927
ind_32_ind_82,0.8571,0.9685,0.8302,0.9936,0.2017,0.7424,0.3949,0.5683,0.6899
ind_32_ind_83,0.9117,0.8583,0.6604,0.992,0.2342,0.9729,0.5023,0.7832,0.6929
ind_32_ind_84,0.8649,0.7165,0.0943,0.9904,0.2349,0.9254,0.4705,0.4927,0.6788
ind_32_ind_85,0.9688,0.7717,0.6981,0.9904,0.2349,0.9254,0.4705,0.4927,0.6788
ind_32_ind_86,0.9506,0.7795,0.3774,0.9904,0.2349,0.9254,0.4705,0.4927,0.6788
ind_32_ind_87,0.9481,0.9646,0.3774,0.9904,0.2349,0.9254,0.4705,0.4927,0.6788
ind_32_ind_88,0.8182,0.9213,0.717,0.992,0.2338,0.8542,0.5731,0.4927,0.6985
ind_32_ind_89,0.9117,0.7992,0.2642,0.9904,0.2349,0.9254,0.4705,0.4927,0.6788
ind_32_ind_90,0.8234,0.9882,0.8302,0.9832,0.2944,0.8339,0.6191,0.4927,0.9359
