pair,grain.yield,grain.number,seed.size,anthesis,silking,plant.height,tassel.height,ear.height
F924_HMV5325,0.9884,0.924,0.961,0.9553,0.953,0.6079,0.5921,0.7647
F924_HMV5343,0.8659,0.7726,0.7765,0.8614,0.8905,0.8151,0.8412,0.9523
F924_HMV5347,0.8058,0.6403,0.6851,0.8219,0.8752,0.8812,0.8492,0.9521
F924_HMV5405,0.9844,0.8026,0.682,0.9544,0.9555,0.9735,0.9976,0.9985
F924_HMV5409,0.8787,0.7118,0.6176,0.94,0.9721,0.7297,0.738,0.8198
F924_HMV5422,0.843,0.8304,0.9738,0.8465,0.8957,0.458,0.5267,0.678
F924_HMV5502,0.9904,0.9315,0.9092,0.7945,0.7311,0.8917,0.9249,0.6422
F924_I198,0.7779,0.9088,0.7994,0.6577,0.449,0.8936,0.9688,0.8772
F924_I233,0.9381,0.998,0.9926,0.5326,0.3887,0.853,0.7985,0.8127
F924_I238,0.8167,0.9863,0.7601,0.8005,0.7324,0.8396,0.8603,0.8638
F924_I242,0.7169,0.7148,0.9444,0.8027,0.6693,0.9188,0.982,0.6727
F924_I261,0.7317,0.7988,0.9663,0.7969,0.6536,0.817,0.7829,0.8549
F924_I267,0.7478,0.7585,0.9985,0.5887,0.4152,0.9218,0.9846,0.5354
F924_IDT,0.7581,0.6289,0.719,0.9224,0.7185,0.9078,0.9562,0.7711
F924_LAN496,0.609,0.6979,0.8321,0.8765,0.662,0.8916,0.9194,0.8483
F924_LH123Ht,0.8808,0.8915,0.971,0.6729,0.6276,0.86,0.8311,0.8089
F924_LH145,0.7808,0.7581,0.968,0.8746,0.9981,0.8069,0.9505,0.8575
F924_LH38,0.8514,0.7547,0.8343,0.921,0.932,0.7598,0.631,0.6894
F924_LH39,0.8231,0.797,0.9851,0.7656,0.918,0.7277,0.7906,0.7139
F924_LH59,0.8725,0.8452,0.8601,0.8763,0.7279,0.9529,0.9859,0.9259
F924_LH60,0.9407,0.9531,0.8692,0.7616,0.7023,0.9623,0.7758,0.9926
F924_LH65,0.9877,0.914,0.7913,0.7636,0.6509,0.9122,0.6798,0.8631
F924_LH74,0.8251,0.83,0.9864,0.9548,0.948,0.8216,0.9165,0.898
F924_LH82,0.9097,0.9825,0.8088,0.9226,0.8771,0.7982,0.7092,0.8036
F924_LH93,0.9136,0.8102,0.9096,0.8076,0.7106,0.8419,0.6702,0.9303
F924_Lo1016,0.9125,0.9054,0.9505,0.747,0.6885,0.7432,0.6786,0.678
F924_Lo1026,0.9586,0.9438,0.9889,0.9713,0.8508,0.9159,0.8226,0.8906
F924_Lo1035,0.9121,0.9374,0.8739,0.7113,0.6491,0.8901,0.7999,0.8608
F924_Lo1038,0.7509,0.6099,0.9413,0.6433,0.4874,0.8695,0.9049,0.9459
F924_Lo1056,0.9699,0.9362,0.9707,0.5897,0.5009,0.9501,0.8552,0.7964
F924_Lo1063,0.9874,0.9567,0.9698,0.5457,0.6381,0.7551,0.8436,0.9687
F924_Lo1087,0.6761,0.6933,0.8484,0.5156,0.5018,0.9663,0.86,0.8569
F924_Lo1094,0.9507,0.9303,0.9736,0.8026,0.814,0.9352,0.9877,0.9884
F924_Lo1095,0.8372,0.8841,0.8397,0.7766,0.6693,0.961,0.8622,0.958
F924_Lo1101,0.9383,0.97,0.8744,0.966,0.9527,0.9736,0.8403,0.9196
F924_Lo1106,0.8857,0.9475,0.8381,0.7787,0.7568,0.9222,0.8407,0.8272
F924_Lo1123,0.9468,0.8242,0.8042,0.9766,0.9849,0.9551,0.9953,0.9433
F924_Lo1124,0.9846,0.8372,0.6564,0.7985,0.7529,0.9478,0.8593,0.8483
F924_Lo1172,0.9212,0.9964,0.8485,0.8146,0.8679,0.8948,0.8884,0.9927
F924_Lo1180,0.9049,0.8467,0.9273,0.9534,0.9905,0.9357,0.854,0.8689
F924_Lo1187,0.9512,0.9547,0.9703,0.9435,0.8769,0.8936,0.9624,0.9058
F924_Lo1199,0.9006,0.8727,0.9976,0.777,0.8111,0.803,0.8095,0.8257
F924_Lo1203,0.8108,0.7389,0.9663,0.7561,0.7837,0.7892,0.6802,0.8296
F924_Lo1223,0.7895,0.8759,0.8166,0.8225,0.8251,0.8156,0.8127,0.9668
F924_Lo1242,0.9848,0.928,0.7779,0.9269,0.8878,0.9522,0.8445,0.8353
F924_Lo1251,0.7574,0.8097,0.7921,0.6752,0.5948,0.8703,0.6913,0.8023
F924_Lo1253,0.7376,0.8573,0.8132,0.7834,0.728,0.5902,0.6212,0.5609
F924_Lo1261,0.795,0.8271,0.8923,0.7904,0.7701,0.9094,0.8831,0.8045
F924_Lo1266,0.7892,0.9072,0.7751,0.7589,0.7865,0.8771,0.854,0.9828
F924_Lo1270,0.8824,0.9142,0.8902,0.6944,0.6217,0.9015,0.7997,0.9831
F924_Lo1273,0.9629,0.8865,0.7015,0.8491,0.861,0.8365,0.8204,0.9735
F924_Lo1274,0.9313,0.8084,0.7567,0.8957,0.8349,0.8817,0.6877,0.7882
F924_Lo1280,0.9468,0.801,0.4962,0.9028,0.7932,0.9594,0.8984,0.9484
F924_Lo1282,0.8431,0.989,0.6955,0.8205,0.6641,0.8058,0.764,0.8896
F924_Lo1284,0.9989,0.8305,0.7127,0.9639,0.7873,0.9721,0.9564,0.7352
F924_Lo1288,0.7398,0.8702,0.7358,0.6289,0.6556,0.9754,0.9347,0.8851
F924_Lo1290,0.9633,0.93,0.7695,0.7975,0.7244,0.9982,0.9574,0.8636
F924_Lo1301,0.7708,0.6971,0.9549,0.8807,0.9191,0.9345,0.9971,0.9719
F924_Lo904,0.8652,0.8554,0.9305,0.8863,0.8252,0.8999,0.8294,0.8478
F924_Lp5,0.8838,0.8601,0.9365,0.8606,0.9304,0.8974,0.9805,0.9037
F924_ML606,0.9624,0.899,0.8967,0.8813,0.9403,0.9326,0.8426,0.9045
F924_MS153,0.6446,0.5717,0.8256,0.8514,0.9389,0.9624,0.9962,0.8504
F924_MS71,0.6798,0.6932,0.9407,0.9784,0.814,0.8183,0.8388,0.8472
F924_Mo15W,0.7792,0.7286,0.8146,0.6775,0.4729,0.9743,0.9166,0.8562
F924_Mo17,0.8652,0.7416,0.6963,0.7564,0.5912,0.9692,0.9525,0.8023
F924_N16,0.7429,0.933,0.7239,0.6225,0.5483,0.8699,0.8833,0.7161
F924_N192,0.8242,0.7602,0.9091,0.8304,0.9319,0.7998,0.7854,0.7632
F924_N22,0.7263,0.783,0.9033,0.8097,0.6161,0.8531,0.7786,0.9892
F924_N25,0.5822,0.5526,0.8978,0.8331,0.6048,0.9968,0.9385,0.9869
F924_N6,0.6516,0.6539,0.9924,0.961,0.8418,0.8439,0.7208,0.8995
F924_NC290,0.9459,0.9099,0.8362,0.8298,0.6485,0.9437,0.8541,0.8545
F924_NC358,0.8404,0.8631,0.7613,0.6744,0.4976,0.9039,0.9999,0.9234
F924_NDB8,0.5273,0.4679,0.9394,0.8007,0.8743,0.7678,0.7512,0.9375
F924_NK764,0.7513,0.7555,0.9622,0.8125,0.9565,0.7128,0.6783,0.7016
F924_NK807,0.7701,0.7225,0.9168,0.7861,0.8592,0.9396,0.9592,0.9105
F924_NQ508,0.9913,0.9266,0.8691,0.9526,0.8586,0.9993,0.9218,0.7858
F924_NS701,0.9964,0.8874,0.7843,0.8876,0.8678,0.9992,0.9256,0.8856
F924_Oh02,0.9027,0.8132,0.856,0.5939,0.5386,0.771,0.8132,0.568
F924_Oh33,0.6434,0.6756,0.8582,0.9901,0.8601,0.9944,0.9221,0.9195
F924_Oh40B,0.7396,0.7043,0.8872,0.9414,0.7531,0.9822,0.8834,0.9672
F924_Oh43,0.8733,0.8804,0.9462,0.9081,0.8897,0.9631,0.9955,0.9359
F924_Os426,0.6754,0.6222,0.9298,0.7427,0.6291,0.8019,0.8677,0.5741
F924_P465P,0.7999,0.8884,0.9109,0.999,0.7972,0.9795,0.9913,0.9782
F924_PB116,0.5909,0.6264,0.8357,0.9533,0.9363,0.9542,0.9998,0.9168
F924_PB98TR,0.7225,0.6997,0.9832,0.8453,0.5955,0.8103,0.7792,0.6416
F924_PH207,0.8591,0.7702,0.884,0.6467,0.7971,0.8422,0.836,0.8541
F924_PHB09,0.8569,0.7451,0.7638,0.9691,0.895,0.9573,0.8733,0.938
F924_PHG35,0.815,0.9047,0.8423,0.688,0.7249,0.8314,0.6874,0.893
F924_PHG39,0.9586,0.9356,0.7892,0.7915,0.7861,0.8318,0.8821,0.9539
F924_PHG47,0.8503,0.8569,0.9622,0.842,0.9208,0.8149,0.8449,0.698
F924_PHG50,0.9249,0.8746,0.9792,0.8073,0.9431,0.8757,0.8313,0.8998
F924_PHG71,0.8595,0.7316,0.8404,0.8123,0.9123,0.7993,0.7108,0.9204
F924_PHG80,0.9975,0.8968,0.787,0.903,0.8728,0.8449,0.742,0.9026
F924_PHG83,0.984,0.8877,0.7884,0.9595,0.8533,0.9896,0.8998,0.8618
F924_PHG84,0.9779,0.9619,0.8555,0.6633,0.6187,0.899,0.9255,0.9926
F924_PHG86,0.9902,0.9891,0.9687,0.8545,0.9112,0.9427,0.9266,0.8789
F924_PHH93,0.7783,0.7413,0.9766,0.7895,0.8903,0.8167,0.7521,0.9172
F924_PHJ40,0.7596,0.7256,0.9664,0.7967,0.844,0.8501,0.7961,0.9185
F924_PHK29,0.8612,0.8836,0.9184,0.8871,0.7132,0.9959,0.9979,0.9126
F924_PHK76,0.9994,0.8931,0.8156,0.9149,0.9573,0.8866,0.8112,0.9703
F924_PHR36,0.9426,0.9544,0.9886,0.986,0.8751,0.9513,0.784,0.9144
F924_PHT77,0.9109,0.9169,0.9853,0.9526,0.8418,0.9871,0.9874,0.9658
F924_PHV63,0.9882,0.9295,0.9288,0.791,0.7359,0.8237,0.838,0.9887
F924_PHW65,0.8601,0.9441,0.8394,0.7225,0.7016,0.9301,0.9047,0.8946
F924_PHZ51,0.9447,0.974,0.9313,0.756,0.7083,0.6517,0.6993,0.6989
F924_Pa36,0.3239,0.423,0.616,0.649,0.8215,0.7427,0.7123,0.9026
F924_Pa405,0.5877,0.6613,0.8024,0.9277,0.8569,0.9084,0.9174,0.966
F924_Pa91,0.9382,0.8873,0.79,0.6498,0.5412,0.9437,0.9717,0.8708
F924_SC-Malawi,0.8927,0.7822,0.669,0.5052,0.3524,0.969,0.9721,0.6563
F924_SGI061,0.9399,0.951,0.8161,0.9637,0.9724,0.8131,0.7419,0.8319
F924_UH250,0.7344,0.686,0.9978,0.6467,0.7278,0.7853,0.7525,0.8558
F924_UH304,0.8704,0.8028,0.928,0.6999,0.7665,0.7875,0.831,0.8461
F924_UH_2500,0.502,0.5825,0.7485,0.8302,0.9963,0.8315,0.8569,0.8451
F924_UH_6102,0.7742,0.7383,0.974,0.7118,0.8068,0.9041,0.8371,0.8509
F924_UH_6179,0.7866,0.7226,0.9478,0.6828,0.8198,0.9926,0.8779,0.997
F924_UH_P024,0.8932,0.7918,0.8349,0.6672,0.7793,0.9578,0.9126,0.8126
F924_UH_P060,0.7131,0.6569,0.9821,0.693,0.8357,0.8215,0.8081,0.8018
F924_UH_P064,0.8344,0.6841,0.8018,0.792,0.8282,0.9729,0.8357,0.9926
F924_UH_P074,0.7983,0.6705,0.8577,0.6432,0.7648,0.8588,0.8379,0.9482
F924_UH_P087,0.6509,0.5803,0.8724,0.6624,0.7797,0.9034,0.8619,0.9749
F924_UH_P089,0.8344,0.8003,0.986,0.8399,0.9798,0.8211,0.9594,0.8171
F924_UH_P104,0.7182,0.6444,0.9996,0.5401,0.6476,0.8059,0.8138,0.8356
F924_UH_P115,0.8047,0.8021,0.891,0.7744,0.8817,0.9682,0.9695,0.9789
F924_UH_P128,0.8308,0.7168,0.8607,0.7564,0.9199,0.8705,0.8844,0.9738
F924_UH_P148,0.8565,0.7095,0.7736,0.6944,0.7895,0.8013,0.8901,0.7138
F924_UH_S018,0.9074,0.9537,0.902,0.993,0.7844,0.9908,0.9241,0.9058
F924_UH_S020,0.9136,0.8438,0.916,0.871,0.803,0.8934,0.8243,0.7368
F924_UH_S025,0.8039,0.7858,0.9259,0.8074,0.9183,0.9014,0.89,0.8756
F924_Va26,0.8594,0.854,0.9243,0.9665,0.8552,0.7506,0.7882,0.8477
F924_W117,0.6292,0.5659,0.9853,0.6076,0.8955,0.6221,0.6612,0.694
F924_W153R,0.717,0.6025,0.8109,0.6864,0.9294,0.941,0.8143,0.9293
F924_W182E,0.5946,0.5082,0.8729,0.5828,0.7125,0.7512,0.684,0.7714
F924_W23,0.5371,0.6667,0.7106,0.9361,0.8906,0.8107,0.8958,0.8738
F924_W602S,0.7091,0.8585,0.7896,0.8855,0.8203,0.8926,0.8685,0.9877
F924_W604S,0.7757,0.7112,0.8721,0.8781,0.8389,0.98,0.9018,0.9565
F924_W64A,0.756,0.7557,0.9439,0.8831,0.9886,0.7811,0.8465,0.8152
F924_W9,0.5122,0.6558,0.6473,0.6936,0.9252,0.8159,0.7602,0.7871
F924_W95115,0.6153,0.5606,0.962,0.857,0.945,0.7834,0.6983,0.7515
F924_Wf9,0.7351,0.7062,0.8987,0.9936,0.7922,0.9951,0.9497,0.9554
F98902_FP1,0.8375,0.9315,0.8154,0.8103,0.9291,0.7264,0.739,0.9246
F98902_FR19,0.6689,0.6982,0.8825,0.9897,0.8067,0.6311,0.7157,0.771
F98902_FR697,0.9423,0.9283,0.7037,0.8116,0.7136,0.7061,0.7172,0.7801
F98902_H99,0.8247,0.8561,0.9916,0.9892,0.7698,0.393,0.3019,0.22
F98902_HMV5301,0.878,0.9026,0.565,0.9074,0.9783,0.9065,0.8575,0.7794
F98902_HMV5325,0.9123,0.927,0.9749,0.9909,0.9995,0.923,0.8965,0.9907
F98902_HMV5343,0.9652,0.9216,0.8406,0.9153,0.937,0.5,0.5368,0.7077
F98902_HMV5347,0.9051,0.7893,0.7492,0.8758,0.9217,0.5661,0.5447,0.7076
F98902_HMV5405,0.9163,0.9517,0.7462,0.9917,0.998,0.7114,0.6932,0.7569
F98902_HMV5409,0.978,0.8608,0.6817,0.9938,0.9814,0.4146,0.4336,0.5752
F98902_HMV5422,0.7437,0.6814,0.9097,0.7927,0.8492,0.7731,0.8311,0.9226
F98902_HMV5502,0.9103,0.9194,0.9733,0.7407,0.6846,0.7932,0.7707,0.8868
F98902_I198,0.8772,0.9421,0.7353,0.6038,0.4026,0.5785,0.7268,0.8782
F98902_I233,0.9627,0.849,0.9433,0.4787,0.3422,0.8319,0.8971,0.9427
F98902_I238,0.916,0.8647,0.696,0.7466,0.6859,0.8453,0.8352,0.8916
F98902_I242,0.8162,0.8638,0.8803,0.7488,0.6228,0.7661,0.7136,0.9172
F98902_I261,0.831,0.9478,0.9021,0.743,0.6071,0.5019,0.4784,0.9005
F98902_I267,0.8471,0.9075,0.9344,0.5348,0.3687,0.7631,0.6802,0.78
F98902_IDT,0.8574,0.778,0.7831,0.8685,0.672,0.5927,0.6518,0.5265
F98902_LAN496,0.7083,0.847,0.7679,0.8226,0.6155,0.5765,0.615,0.9071
F98902_LH123Ht,0.9801,0.9595,0.9648,0.619,0.5812,0.8249,0.8645,0.9465
F98902_LH145,0.8801,0.9071,0.9038,0.9285,0.9554,0.4918,0.6461,0.6129
F98902_LH38,0.9507,0.9037,0.8985,0.9749,0.8855,0.4447,0.3266,0.4448
F98902_LH39,0.9224,0.9461,0.9508,0.8195,0.9645,0.4126,0.4862,0.4693
F98902_LH59,0.9718,0.9942,0.9242,0.8224,0.6814,0.6378,0.7097,0.6813
F98902_LH60,0.8414,0.8041,0.9333,0.7078,0.6558,0.6472,0.9198,0.7481
F98902_LH65,0.913,0.937,0.8554,0.7097,0.6044,0.7727,0.9842,0.8924
F98902_LH74,0.9244,0.979,0.9495,0.9009,0.9015,0.5065,0.6121,0.6534
F98902_LH82,0.991,0.8335,0.7447,0.9765,0.9236,0.4831,0.4047,0.5591
F98902_LH93,0.8143,0.6612,0.8455,0.7537,0.6641,0.5268,0.3658,0.8251
F98902_Lo1016,0.8133,0.7564,0.9854,0.6931,0.642,0.9417,0.983,0.9226
F98902_Lo1026,0.8593,0.7948,0.947,0.9174,0.8043,0.769,0.873,0.8648
F98902_Lo1035,0.8128,0.7884,0.938,0.6574,0.6027,0.7948,0.8957,0.8946
F98902_Lo1038,0.6516,0.4609,0.8771,0.5894,0.4409,0.8154,0.7907,0.8095
F98902_Lo1056,0.8706,0.7871,0.9652,0.5358,0.4544,0.7348,0.8404,0.959
F98902_Lo1063,0.9133,0.8077,0.9661,0.4918,0.5916,0.44,0.5392,0.7867
F98902_Lo1087,0.5768,0.5443,0.9126,0.4617,0.4553,0.7186,0.8356,0.8985
F98902_Lo1094,0.8514,0.7813,0.9095,0.7487,0.7675,0.6201,0.7079,0.7671
F98902_Lo1095,0.7379,0.7351,0.9038,0.7227,0.6228,0.6459,0.8334,0.7134
F98902_Lo1101,0.839,0.821,0.9385,0.9801,0.9992,0.7113,0.8553,0.675
F98902_Lo1106,0.7864,0.7985,0.9022,0.7248,0.7103,0.7627,0.8549,0.9282
F98902_Lo1123,0.9539,0.9732,0.8683,0.9227,0.9686,0.64,0.6909,0.6987
F98902_Lo1124,0.9161,0.9862,0.7205,0.7446,0.7064,0.7371,0.8363,0.6037
F98902_Lo1172,0.8219,0.8546,0.9126,0.7607,0.8214,0.7901,0.8071,0.7481
F98902_Lo1180,0.9958,0.9958,0.9914,0.9927,0.944,0.6206,0.5495,0.8865
F98902_Lo1187,0.9495,0.8963,0.9656,0.8897,0.8304,0.5785,0.658,0.8496
F98902_Lo1199,0.8013,0.7237,0.9383,0.7231,0.7646,0.8819,0.886,0.9298
F98902_Lo1203,0.7115,0.5899,0.9022,0.7022,0.7372,0.8957,0.9847,0.9258
F98902_Lo1223,0.6902,0.7268,0.8808,0.7687,0.7786,0.8693,0.8829,0.7886
F98902_Lo1242,0.8855,0.923,0.8421,0.873,0.8413,0.7327,0.8511,0.5907
F98902_Lo1251,0.6581,0.6607,0.8563,0.6213,0.5483,0.8146,0.9958,0.9532
F98902_Lo1253,0.6383,0.7083,0.8773,0.7295,0.6815,0.9053,0.9256,0.8054
F98902_Lo1261,0.6957,0.6781,0.9564,0.7365,0.7236,0.7755,0.8125,0.9509
F98902_Lo1266,0.6899,0.7582,0.8392,0.705,0.74,0.8078,0.8416,0.7382
F98902_Lo1270,0.7831,0.7652,0.9543,0.6405,0.5752,0.7834,0.8959,0.7723
F98902_Lo1273,0.8636,0.9644,0.7657,0.7952,0.8145,0.5214,0.516,0.7819
F98902_Lo1274,0.9694,0.9574,0.8209,0.8418,0.7884,0.8032,0.9921,0.5436
F98902_Lo1280,0.9539,0.9501,0.5603,0.8489,0.7467,0.7255,0.7972,0.7038
F98902_Lo1282,0.7438,0.84,0.7596,0.7666,0.6176,0.8791,0.9315,0.8658
F98902_Lo1284,0.9018,0.9795,0.7768,0.91,0.7408,0.7128,0.652,0.4906
F98902_Lo1288,0.6405,0.7212,0.7999,0.5751,0.6091,0.7095,0.6303,0.8703
F98902_Lo1290,0.864,0.921,0.8336,0.7436,0.6779,0.6867,0.7382,0.619
F98902_Lo1301,0.6715,0.5481,0.8908,0.8268,0.8726,0.6194,0.6985,0.7273
F98902_Lo904,0.7659,0.7064,0.9946,0.8324,0.7787,0.785,0.8662,0.9077
F98902_Lp5,0.9831,0.9909,0.9994,0.9145,0.9769,0.5823,0.715,0.6591
F98902_ML606,0.9383,0.952,0.9608,0.9352,0.8938,0.6175,0.5382,0.66
F98902_MS153,0.7439,0.7207,0.8897,0.9052,0.8924,0.6473,0.6994,0.905
F98902_MS71,0.7791,0.8423,0.8765,0.9245,0.7675,0.5032,0.5344,0.6026
F98902_Mo15W,0.8785,0.8776,0.8787,0.6236,0.4264,0.6592,0.6122,0.8992
F98902_Mo17,0.9645,0.8906,0.7604,0.7026,0.5447,0.7157,0.7431,0.9531
F98902_N16,0.8422,0.918,0.6597,0.5686,0.5018,0.815,0.8123,0.9607
F98902_N192,0.9235,0.9092,0.9732,0.8842,0.9784,0.4847,0.4809,0.5186
F98902_N22,0.8256,0.932,0.8391,0.7558,0.5696,0.538,0.4742,0.7662
F98902_N25,0.6815,0.7016,0.9619,0.7792,0.5583,0.6817,0.757,0.7685
F98902_N6,0.7509,0.8029,0.9434,0.9851,0.7953,0.5288,0.4164,0.6549
F98902_NC290,0.9548,0.9411,0.9004,0.7759,0.602,0.7412,0.8415,0.6099
F98902_NC358,0.9397,0.7141,0.6972,0.6205,0.4511,0.781,0.6954,0.832
F98902_NDB8,0.6266,0.617,0.9964,0.8546,0.9207,0.4527,0.4468,0.8179
F98902_NK764,0.8506,0.9045,0.898,0.8664,0.997,0.3977,0.3739,0.457
F98902_NK807,0.8694,0.8716,0.9809,0.84,0.9056,0.6245,0.6548,0.6659
F98902_NQ508,0.9094,0.9243,0.9332,0.8987,0.8121,0.6842,0.7738,0.9696
F98902_NS701,0.9043,0.9636,0.8484,0.8337,0.8214,0.6841,0.7699,0.8698
F98902_Oh02,0.998,0.9622,0.9201,0.54,0.4921,0.9139,0.8824,0.8126
F98902_Oh33,0.7427,0.8246,0.7941,0.9561,0.8136,0.6793,0.6177,0.6749
F98902_Oh40B,0.8389,0.8533,0.9513,0.8876,0.7066,0.7027,0.8122,0.7226
F98902_Oh43,0.9726,0.9706,0.9896,0.962,0.8432,0.648,0.6911,0.6913
F98902_Os426,0.7747,0.7712,0.9939,0.6888,0.5826,0.883,0.8279,0.8187
F98902_P465P,0.8992,0.9625,0.8468,0.9471,0.7507,0.7054,0.7043,0.7772
F98902_PB116,0.6902,0.7754,0.7715,0.8994,0.8898,0.6391,0.6954,0.8386
F98902_PB98TR,0.8218,0.8488,0.9527,0.7914,0.549,0.8746,0.9164,0.8862
F98902_PH207,0.9584,0.9192,0.9481,0.7006,0.8436,0.5271,0.5316,0.6095
F98902_PHB09,0.9562,0.8941,0.8279,0.9152,0.8485,0.6422,0.5689,0.8174
F98902_PHG35,0.7157,0.7557,0.9064,0.6341,0.6784,0.8535,0.9918,0.8624
F98902_PHG39,0.8593,0.9154,0.8533,0.7376,0.7397,0.8531,0.8134,0.8015
F98902_PHG47,0.9496,0.9941,0.8981,0.8959,0.9673,0.4998,0.5405,0.4535
F98902_PHG50,0.9758,0.9764,0.9567,0.8612,0.9896,0.5606,0.5269,0.6552
F98902_PHG71,0.9588,0.8806,0.9046,0.8662,0.9588,0.4842,0.4063,0.6758
F98902_PHG80,0.8983,0.9542,0.8512,0.8491,0.8264,0.5298,0.4376,0.658
F98902_PHG83,0.8847,0.9633,0.8526,0.9057,0.8068,0.6745,0.5953,0.6172
F98902_PHG84,0.8786,0.889,0.9196,0.6094,0.5722,0.7859,0.7701,0.7481
F98902_PHG86,0.8909,0.8619,0.9671,0.8006,0.8647,0.7422,0.769,0.8765
F98902_PHH93,0.8776,0.8903,0.9593,0.8433,0.9368,0.5016,0.4477,0.6726
F98902_PHJ40,0.8589,0.8747,0.9694,0.8506,0.8905,0.535,0.4917,0.6739
F98902_PHK29,0.7619,0.7346,0.9825,0.8332,0.6667,0.689,0.6935,0.8428
F98902_PHK76,0.9013,0.9579,0.8798,0.861,0.9108,0.7983,0.8844,0.7851
F98902_PHR36,0.9581,0.8965,0.9244,0.9321,0.8286,0.6362,0.4796,0.841
F98902_PHT77,0.9898,0.9341,0.9506,0.8987,0.7953,0.672,0.683,0.7212
F98902_PHV63,0.8889,0.7805,0.8647,0.7371,0.6894,0.5086,0.5336,0.7667
F98902_PHW65,0.7608,0.7951,0.9035,0.6686,0.6551,0.615,0.6003,0.65
F98902_PHZ51,0.8454,0.825,0.9954,0.7022,0.6618,0.9668,0.9963,0.9435
F98902_Pa36,0.4232,0.5721,0.5519,0.7029,0.868,0.4276,0.4079,0.658
F98902_Pa405,0.6869,0.8103,0.7382,0.9816,0.8104,0.5933,0.613,0.7214
F98902_Pa91,0.9625,0.9637,0.8542,0.5959,0.4947,0.7412,0.7239,0.8846
F98902_SC-Malawi,0.992,0.9313,0.7332,0.4513,0.3059,0.7159,0.7234,0.9009
F98902_SGI061,0.8406,0.9,0.8802,0.9099,0.9259,0.8718,0.9537,0.9235
F98902_UH250,0.8337,0.835,0.9337,0.7006,0.7743,0.4702,0.448,0.6112
F98902_UH304,0.9697,0.9518,0.9921,0.7538,0.813,0.4724,0.5266,0.6015
F98902_UH_2500,0.6013,0.7315,0.6844,0.8841,0.9572,0.5164,0.5525,0.6005
F98902_UH_6102,0.8735,0.8873,0.9619,0.7657,0.8533,0.589,0.5327,0.6063
F98902_UH_6179,0.8859,0.8716,0.9881,0.7367,0.8663,0.6923,0.8177,0.7584
F98902_UH_P024,0.9925,0.9408,0.899,0.7211,0.8258,0.6427,0.783,0.568
F98902_UH_P060,0.8124,0.8059,0.9537,0.7469,0.8822,0.5064,0.5037,0.5572
F98902_UH_P064,0.9337,0.8331,0.8659,0.8459,0.8747,0.6578,0.8599,0.7628
F98902_UH_P074,0.8976,0.8195,0.9218,0.6971,0.8113,0.5437,0.5335,0.7036
F98902_UH_P087,0.7502,0.7293,0.9365,0.7163,0.8262,0.5883,0.5575,0.7303
F98902_UH_P089,0.9337,0.9493,0.9498,0.8938,0.9333,0.506,0.6549,0.5725
F98902_UH_P104,0.8175,0.7934,0.9355,0.594,0.6941,0.4908,0.5094,0.591
F98902_UH_P115,0.904,0.9512,0.8269,0.8283,0.9282,0.6531,0.726,0.7765
F98902_UH_P128,0.9301,0.8658,0.9248,0.8103,0.9664,0.5554,0.58,0.7292
F98902_UH_P148,0.9558,0.8586,0.8377,0.7483,0.836,0.4862,0.5857,0.4692
F98902_UH_S018,0.9933,0.8973,0.8379,0.9391,0.7379,0.6941,0.6197,0.8496
F98902_UH_S020,0.9871,0.9928,0.9801,0.8171,0.7565,0.7915,0.8713,0.9814
F98902_UH_S025,0.9032,0.9348,0.8618,0.8613,0.9648,0.5863,0.5856,0.631
F98902_Va26,0.9587,0.997,0.9885,0.9797,0.8087,0.9343,0.9074,0.9077
F98902_W117,0.7285,0.7149,0.9506,0.6615,0.942,0.307,0.3567,0.4494
F98902_W153R,0.8163,0.7515,0.8751,0.7403,0.9759,0.6259,0.5099,0.6847
F98902_W182E,0.6939,0.6572,0.937,0.6367,0.759,0.4361,0.3796,0.5268
F98902_W23,0.6364,0.8158,0.6465,0.99,0.8441,0.8742,0.7998,0.8816
F98902_W602S,0.8084,0.9925,0.7255,0.9393,0.7738,0.5775,0.5641,0.7431
F98902_W604S,0.875,0.8602,0.9362,0.8242,0.7924,0.6649,0.7937,0.7989
F98902_W64A,0.8553,0.9047,0.992,0.937,0.9421,0.466,0.5421,0.5706
F98902_W9,0.6115,0.8048,0.5831,0.7474,0.9717,0.5008,0.4557,0.5425
F98902_W95115,0.7146,0.7096,0.9739,0.9109,0.8985,0.4683,0.3938,0.507
F98902_Wf9,0.8343,0.8552,0.9628,0.9525,0.7457,0.6898,0.7459,0.7108
FP1_FR19,0.8315,0.7667,0.933,0.8206,0.8776,0.9046,0.9768,0.8464
FP1_FR697,0.7797,0.9967,0.5192,0.6219,0.7846,0.9796,0.9782,0.8554
FP1_H99,0.9872,0.9245,0.8239,0.7995,0.8407,0.6665,0.5629,0.2953
FP1_HMV5301,0.7154,0.9711,0.3805,0.9029,0.9074,0.82,0.8814,0.8547
FP1_HMV5325,0.7498,0.8586,0.8406,0.8011,0.9285,0.6494,0.6355,0.9339
FP1_HMV5343,0.8723,0.9901,0.6561,0.895,0.866,0.7736,0.7979,0.7831
FP1_HMV5347,0.9324,0.8577,0.5647,0.9345,0.8508,0.8397,0.8058,0.7829
FP1_HMV5405,0.7537,0.9799,0.5616,0.802,0.9311,0.9849,0.9542,0.8323
FP1_HMV5409,0.8595,0.9293,0.4971,0.8164,0.9476,0.6882,0.6946,0.6506
